actualGoodsMovementDate,creationDate,deliveryBlockReason,deliveryDocument,hdrGeneralIncompletionStatus,headerBillingBlockReason,lastChangeDate,overallGoodsMovementStatus,overallPickingStatus,overallProofOfDeliveryStatus,shippingPoint,actualGoodsMovementTime_hours,actualGoodsMovementTime_minutes,actualGoodsMovementTime_seconds,actualGoodsMovementTime_formatted,creationTime_hours,creationTime_minutes,creationTime_seconds,creationTime_formatted
,2025-04-02 00:00:00+00:00,,80738104,C,,2025-07-24 00:00:00+00:00,A,C,,WB05,0,0,0,00:00:00,5,2,26,05:02:26
,2025-04-02 00:00:00+00:00,,80738105,C,,2025-07-24 00:00:00+00:00,A,C,,WB05,0,0,0,00:00:00,5,2,26,05:02:26
,2025-04-02 00:00:00+00:00,,80738106,C,,2025-07-24 00:00:00+00:00,A,C,,WB05,0,0,0,00:00:00,5,2,26,05:02:26
,2025-04-02 00:00:00+00:00,,80738107,C,,2025-07-24 00:00:00+00:00,A,C,,WB05,0,0,0,00:00:00,5,2,26,05:02:26
,2025-04-02 00:00:00+00:00,,80738108,C,,2025-07-24 00:00:00+00:00,A,C,,WB05,0,0,0,00:00:00,5,2,26,05:02:26
,2025-04-02 00:00:00+00:00,,80738109,C,,2025-07-24 00:00:00+00:00,A,C,,WB05,0,0,0,00:00:00,5,2,26,05:02:26
,2025-04-02 00:00:00+00:00,,80738110,C,,2025-07-24 00:00:00+00:00,A,C,,WB05,0,0,0,00:00:00,5,2,26,05:02:26
,2025-04-02 00:00:00+00:00,,80738111,C,,2025-07-24 00:00:00+00:00,A,C,,WB05,0,0,0,00:00:00,5,2,26,05:02:26
2025-04-29 00:00:00+00:00,2025-04-07 00:00:00+00:00,,80754575,C,,2025-05-09 00:00:00+00:00,C,C,,1301,18,30,0,18:30:00,6,3,34,06:03:34
2025-04-29 00:00:00+00:00,2025-04-07 00:00:00+00:00,,80754576,C,,2025-05-09 00:00:00+00:00,C,C,,1301,18,30,0,18:30:00,6,3,34,06:03:34
,2025-04-07 00:00:00+00:00,,80754574,C,,2025-07-24 00:00:00+00:00,A,C,,1301,0,0,0,00:00:00,6,3,34,06:03:34
,2025-04-07 00:00:00+00:00,,80754601,C,,2025-07-24 00:00:00+00:00,A,C,,1301,0,0,0,00:00:00,8,3,35,08:03:35
,2025-04-07 00:00:00+00:00,,80754602,C,,2025-07-24 00:00:00+00:00,A,C,,1301,0,0,0,00:00:00,8,3,35,08:03:35
,2025-04-07 00:00:00+00:00,,80754603,C,,2025-07-24 00:00:00+00:00,A,C,,1301,0,0,0,00:00:00,8,3,35,08:03:35
,2025-04-07 00:00:00+00:00,,80754604,C,,2025-07-24 00:00:00+00:00,A,C,,1301,0,0,0,00:00:00,8,3,35,08:03:35
,2025-04-07 00:00:00+00:00,,80754605,C,,2025-07-24 00:00:00+00:00,A,C,,1301,0,0,0,00:00:00,8,3,35,08:03:35
,2025-04-07 00:00:00+00:00,,80754606,C,,2025-07-24 00:00:00+00:00,A,C,,1301,0,0,0,00:00:00,8,3,35,08:03:35
2025-04-02 00:00:00+00:00,2025-04-02 00:00:00+00:00,,80738072,C,,2025-04-02 00:00:00+00:00,C,C,,WB05,9,34,46,09:34:46,5,2,26,05:02:26
