billingDocument,billingDocumentItem,material,billingQuantity,billingQuantityUnit,netAmount,transactionCurrency_item,referenceSdDocument,referenceSdDocumentItem,billingDocumentType,creationDate,lastChangeDateTime,billingDocumentDate,billingDocumentIsCancelled,cancelledBillingDocument,totalNetAmount,transactionCurrency_header,companyCode,fiscalYear,accountingDocument,soldToParty,creationTime_hours,creationTime_minutes,creationTime_seconds,creationTime_formatted
90504298,10,B8907367041603,1,PC,533.05,INR,80738109,10,F2,2025-04-03 00:00:00+00:00,2025-07-24 11:42:28.840000+00:00,2025-04-02 00:00:00+00:00,True,,533.05,INR,ABCD,2025,9400000299,320000083,11,31,13,11:31:13
90678703,10,B8907367032571,1,PC,305.9,INR,80754606,10,F2,2025-05-16 00:00:00+00:00,2025-07-24 11:42:22.056000+00:00,2025-05-16 00:00:00+00:00,True,,589.95,INR,ABCD,2025,9400172480,320000082,10,10,18,10:10:18
90678698,10,B8907367022152,1,PC,382.9,INR,80754601,10,F2,2025-05-16 00:00:00+00:00,2025-07-24 11:42:22.505000+00:00,2025-05-16 00:00:00+00:00,True,,382.9,INR,ABCD,2025,9400172475,320000082,10,10,18,10:10:18
90504301,10,B8907367039570,1,PC,1091.53,INR,80738111,10,F2,2025-04-03 00:00:00+00:00,2025-07-24 11:42:28.635000+00:00,2025-04-02 00:00:00+00:00,True,,1091.53,INR,ABCD,2025,9400000302,320000083,11,31,13,11:31:13
90678702,10,S8907367008620,1,PC,299.0,INR,80754605,10,F2,2025-05-16 00:00:00+00:00,2025-07-24 11:42:22.144000+00:00,2025-05-16 00:00:00+00:00,True,,299.0,INR,ABCD,2025,9400172479,320000082,10,10,18,10:10:18
90678703,30,S8907367008620,1,PC,284.05,INR,80754606,30,F2,2025-05-16 00:00:00+00:00,2025-07-24 11:42:22.056000+00:00,2025-05-16 00:00:00+00:00,True,,589.95,INR,ABCD,2025,9400172480,320000082,10,10,18,10:10:18
90628266,10,S8907367002512,1,PC,287.9,INR,80754576,10,F2,2025-05-09 00:00:00+00:00,2025-05-09 07:21:26.695000+00:00,2025-04-30 00:00:00+00:00,False,,287.9,INR,ABCD,2025,9400123663,320000082,7,21,19,07:21:19
90628265,10,S8907367013532,1,PC,245.9,INR,80754575,10,F2,2025-05-09 00:00:00+00:00,2025-05-09 07:21:26.332000+00:00,2025-04-30 00:00:00+00:00,False,,245.9,INR,ABCD,2025,9400123662,320000082,7,21,19,07:21:19
90678700,10,S8907367013532,1,PC,245.9,INR,80754603,10,F2,2025-05-16 00:00:00+00:00,2025-07-24 11:42:22.315000+00:00,2025-05-16 00:00:00+00:00,True,,245.9,INR,ABCD,2025,9400172477,320000082,10,10,18,10:10:18
90678699,10,S8907367025344,1,PC,179.0,INR,80754602,10,F2,2025-05-16 00:00:00+00:00,2025-07-24 11:42:22.402000+00:00,2025-05-16 00:00:00+00:00,True,,179.0,INR,ABCD,2025,9400172476,320000082,10,10,18,10:10:18
90678696,10,S8907367013587,1,PC,167.0,INR,80754574,10,F2,2025-05-16 00:00:00+00:00,2025-07-24 11:42:22.684000+00:00,2025-05-16 00:00:00+00:00,True,,167.0,INR,ABCD,2025,9400172473,320000082,10,10,18,10:10:18
90678698,20,S8907367011866,2,PC,0.0,INR,80754601,20,F2,2025-05-16 00:00:00+00:00,2025-07-24 11:42:22.505000+00:00,2025-05-16 00:00:00+00:00,True,,382.9,INR,ABCD,2025,9400172475,320000082,10,10,18,10:10:18
90678703,20,S8907367025412,2,PC,0.0,INR,80754606,20,F2,2025-05-16 00:00:00+00:00,2025-07-24 11:42:22.056000+00:00,2025-05-16 00:00:00+00:00,True,,589.95,INR,ABCD,2025,9400172480,320000082,10,10,18,10:10:18
90504279,20,S8907367013082,2,PC,0.0,INR,80738094,20,F2,2025-04-03 00:00:00+00:00,2025-07-24 11:42:30.190000+00:00,2025-04-02 00:00:00+00:00,True,,327.97,INR,ABCD,2025,9400000280,320000083,11,31,13,11:31:13
90504279,10,B8907367032649,1,PC,327.97,INR,80738094,10,F2,2025-04-03 00:00:00+00:00,2025-07-24 11:42:30.190000+00:00,2025-04-02 00:00:00+00:00,True,,327.97,INR,ABCD,2025,9400000280,320000083,11,31,13,11:31:13
91150083,10,B8907367032571,1,PC,305.9,INR,80754606,10,S1,2025-07-24 00:00:00+00:00,2025-07-24 11:42:07+00:00,2025-05-16 00:00:00+00:00,False,90678703,589.95,INR,ABCD,2025,9400635854,320000082,11,42,7,11:42:07
91150083,20,S8907367025412,2,PC,0.0,INR,80754606,20,S1,2025-07-24 00:00:00+00:00,2025-07-24 11:42:07+00:00,2025-05-16 00:00:00+00:00,False,90678703,589.95,INR,ABCD,2025,9400635854,320000082,11,42,7,11:42:07
91150083,30,S8907367008620,1,PC,284.05,INR,80754606,30,S1,2025-07-24 00:00:00+00:00,2025-07-24 11:42:07+00:00,2025-05-16 00:00:00+00:00,False,90678703,589.95,INR,ABCD,2025,9400635854,320000082,11,42,7,11:42:07
91150084,10,S8907367008620,1,PC,299.0,INR,80754605,10,S1,2025-07-24 00:00:00+00:00,2025-07-24 11:42:07+00:00,2025-05-16 00:00:00+00:00,False,90678702,299.0,INR,ABCD,2025,9400635855,320000082,11,42,7,11:42:07
91150085,10,S8907367004448,1,PC,254.0,INR,80754604,10,S1,2025-07-24 00:00:00+00:00,2025-07-24 11:42:07+00:00,2025-05-16 00:00:00+00:00,False,90678701,254.0,INR,ABCD,2025,9400635856,320000082,11,42,7,11:42:07
91150086,10,S8907367013532,1,PC,245.9,INR,80754603,10,S1,2025-07-24 00:00:00+00:00,2025-07-24 11:42:07+00:00,2025-05-16 00:00:00+00:00,False,90678700,245.9,INR,ABCD,2025,9400635857,320000082,11,42,7,11:42:07
91150087,10,S8907367025344,1,PC,179.0,INR,80754602,10,S1,2025-07-24 00:00:00+00:00,2025-07-24 11:42:07+00:00,2025-05-16 00:00:00+00:00,False,90678699,179.0,INR,ABCD,2025,9400635858,320000082,11,42,7,11:42:07
91150088,10,B8907367022152,1,PC,382.9,INR,80754601,10,S1,2025-07-24 00:00:00+00:00,2025-07-24 11:42:07+00:00,2025-05-16 00:00:00+00:00,False,90678698,382.9,INR,ABCD,2025,9400635859,320000082,11,42,7,11:42:07
91150088,20,S8907367011866,2,PC,0.0,INR,80754601,20,S1,2025-07-24 00:00:00+00:00,2025-07-24 11:42:07+00:00,2025-05-16 00:00:00+00:00,False,90678698,382.9,INR,ABCD,2025,9400635859,320000082,11,42,7,11:42:07
91150090,10,S8907367013587,1,PC,167.0,INR,80754574,10,S1,2025-07-24 00:00:00+00:00,2025-07-24 11:42:07+00:00,2025-05-16 00:00:00+00:00,False,90678696,167.0,INR,ABCD,2025,9400635861,320000082,11,42,7,11:42:07
91150147,10,B8907367039570,1,PC,1091.53,INR,80738111,10,S1,2025-07-24 00:00:00+00:00,2025-07-24 11:42:07+00:00,2025-04-02 00:00:00+00:00,False,90504301,1091.53,INR,ABCD,2025,9400635918,320000083,11,42,7,11:42:07
91150147,20,S8907367015277,1,PC,0.0,INR,80738111,20,S1,2025-07-24 00:00:00+00:00,2025-07-24 11:42:07+00:00,2025-04-02 00:00:00+00:00,False,90504301,1091.53,INR,ABCD,2025,9400635918,320000083,11,42,7,11:42:07
91150147,30,S8907367020035,1,PC,0.0,INR,80738111,30,S1,2025-07-24 00:00:00+00:00,2025-07-24 11:42:07+00:00,2025-04-02 00:00:00+00:00,False,90504301,1091.53,INR,ABCD,2025,9400635918,320000083,11,42,7,11:42:07
91150147,40,S8907367020042,1,PC,0.0,INR,80738111,40,S1,2025-07-24 00:00:00+00:00,2025-07-24 11:42:07+00:00,2025-04-02 00:00:00+00:00,False,90504301,1091.53,INR,ABCD,2025,9400635918,320000083,11,42,7,11:42:07
91150148,10,S8907367042006,1,PC,464.41,INR,80738110,10,S1,2025-07-24 00:00:00+00:00,2025-07-24 11:42:07+00:00,2025-04-02 00:00:00+00:00,False,90504300,464.41,INR,ABCD,2025,9400635919,320000083,11,42,7,11:42:07
91150149,10,B8907367041603,1,PC,533.05,INR,80738109,10,S1,2025-07-24 00:00:00+00:00,2025-07-24 11:42:07+00:00,2025-04-02 00:00:00+00:00,False,90504298,533.05,INR,ABCD,2025,9400635920,320000083,11,42,7,11:42:07
91150149,20,S8907367016144,1,PC,0.0,INR,80738109,20,S1,2025-07-24 00:00:00+00:00,2025-07-24 11:42:07+00:00,2025-04-02 00:00:00+00:00,False,90504298,533.05,INR,ABCD,2025,9400635920,320000083,11,42,7,11:42:07
91150149,30,S8907367029021,1,PC,0.0,INR,80738109,30,S1,2025-07-24 00:00:00+00:00,2025-07-24 11:42:07+00:00,2025-04-02 00:00:00+00:00,False,90504298,533.05,INR,ABCD,2025,9400635920,320000083,11,42,7,11:42:07
91150149,40,S8907367010814,1,PC,0.0,INR,80738109,40,S1,2025-07-24 00:00:00+00:00,2025-07-24 11:42:07+00:00,2025-04-02 00:00:00+00:00,False,90504298,533.05,INR,ABCD,2025,9400635920,320000083,11,42,7,11:42:07
91150150,10,S8907367002512,1,PC,215.25,INR,80738108,10,S1,2025-07-24 00:00:00+00:00,2025-07-24 11:42:07+00:00,2025-04-02 00:00:00+00:00,False,90504297,215.25,INR,ABCD,2025,9400635921,320000083,11,42,7,11:42:07
91150151,10,S8907367020035,1,PC,634.75,INR,80738107,10,S1,2025-07-24 00:00:00+00:00,2025-07-24 11:42:07+00:00,2025-04-02 00:00:00+00:00,False,90504296,634.75,INR,ABCD,2025,9400635922,320000083,11,42,7,11:42:07
91150152,10,S8907367042006,1,PC,464.41,INR,80738106,10,S1,2025-07-24 00:00:00+00:00,2025-07-24 11:42:07+00:00,2025-04-02 00:00:00+00:00,False,90504295,464.41,INR,ABCD,2025,9400635923,320000083,11,42,7,11:42:07
91150153,10,S8907367042006,1,PC,464.41,INR,80738105,10,S1,2025-07-24 00:00:00+00:00,2025-07-24 11:42:07+00:00,2025-04-02 00:00:00+00:00,False,90504293,464.41,INR,ABCD,2025,9400635924,320000083,11,42,7,11:42:07
91150154,10,S8907367031635,1,PC,422.03,INR,80738104,10,S1,2025-07-24 00:00:00+00:00,2025-07-24 11:42:07+00:00,2025-04-02 00:00:00+00:00,False,90504292,422.03,INR,ABCD,2025,9400635925,320000083,11,42,7,11:42:07
91150155,10,S8907367001003,1,PC,216.1,INR,80738103,10,S1,2025-07-24 00:00:00+00:00,2025-07-24 11:42:07+00:00,2025-04-02 00:00:00+00:00,False,90504290,216.1,INR,ABCD,2025,9400635926,320000083,11,42,7,11:42:07
91150156,10,S8907367001003,1,PC,216.1,INR,80738102,10,S1,2025-07-24 00:00:00+00:00,2025-07-24 11:42:07+00:00,2025-04-02 00:00:00+00:00,False,90504289,216.1,INR,ABCD,2025,9400635927,320000083,11,42,7,11:42:07
91150157,10,S8907367002499,1,PC,205.93,INR,80738101,10,S1,2025-07-24 00:00:00+00:00,2025-07-24 11:42:07+00:00,2025-04-02 00:00:00+00:00,False,90504288,205.93,INR,ABCD,2025,9400635928,320000083,11,42,7,11:42:07
91150158,10,S8907367042006,1,PC,464.41,INR,80738100,10,S1,2025-07-24 00:00:00+00:00,2025-07-24 11:42:07+00:00,2025-04-02 00:00:00+00:00,False,90504286,464.41,INR,ABCD,2025,9400635929,320000083,11,42,7,11:42:07
91150159,10,S8907367042006,1,PC,464.41,INR,80738099,10,S1,2025-07-24 00:00:00+00:00,2025-07-24 11:42:07+00:00,2025-04-02 00:00:00+00:00,False,90504285,464.41,INR,ABCD,2025,9400635930,320000083,11,42,7,11:42:07
